Flyer URLs,Shop IDs
https://www.conad.it/assets/common/volantini/cno/v2505p/2505P_CITY_TOSCANA_PERS.pdf?_u=f45f1dda7157af7ca717014be9bdbcb1240fbee2,"['67cf0eb274b04f610c63d200', '67cf0eb274b04f610c63d205', '67cf0eb374b04f610c63d20a', '67cf0ee074b04f610c63d387', '67cf0ee074b04f610c63d38c', '67cf0ee174b04f610c63d391', '67cf0ee174b04f610c63d396', '67cf0ee274b04f610c63d39b', '67cf0ee274b04f610c63d3a0', '67cf0ee374b04f610c63d3a5', '67cf0ee374b04f610c63d3aa', '67cf0ee474b04f610c63d3af', '67cf0ee574b04f610c63d3b4', '67cf0ee674b04f610c63d3be', '67cf0ee774b04f610c63d3c3', '67cf0ee774b04f610c63d3c8', '67cf0f2074b04f610c63d559', '67cf0f2174b04f610c63d563', '67cf0f2274b04f610c63d56d', '67cf0f2274b04f610c63d572', '67cf0f2474b04f610c63d57c', '67cf0f2674b04f610c63d590', '67cf0f2774b04f610c63d595', '67cf0f2774b04f610c63d59a', '67cf0f2974b04f610c63d5a9', '67cf0f2a74b04f610c63d5ae', '67cf0f2c74b04f610c63d5c2', '67cf0fde74b04f610c63db08', '67cf0fdf74b04f610c63db0d', '67cf0fe074b04f610c63db17', '67cf102574b04f610c63dd3f', '67cf103174b04f610c63dd9f', '67cf103274b04f610c63dda4', '67cf103374b04f610c63dda9', '67cf105674b04f610c63decd', '67cf105674b04f610c63ded2', '67cf105774b04f610c63ded7', '67cf108a74b04f610c63e088', '67cf109874b04f610c63e0f7', '67cf109974b04f610c63e101', '67cf109a74b04f610c63e106', '67cf109a74b04f610c63e10b', '67cf109b74b04f610c63e110', '67cf109c74b04f610c63e11f', '67cf109e74b04f610c63e129', '67cf109e74b04f610c63e12e', '67cf109f74b04f610c63e133', '67cf109f74b04f610c63e138', '67cf10ad74b04f610c63e19f', '67cf10af74b04f610c63e1b3', '67cf10b074b04f610c63e1b8', '67cf10b074b04f610c63e1bd', '67cf111174b04f610c63e4b0', '67cf111674b04f610c63e4c4', '67cf112774b04f610c63e528', '67cf112874b04f610c63e52d', '67cf112a74b04f610c63e53c', '67cf114374b04f610c63e5de']"
https://www.conad.it/assets/common/volantini/cno/v2505p/2505P_CONAD_TOSCANA_PERS.pdf?_u=9222615a89a3a108c38dc85f6075bec0d1aefa64,"['67cf0eb174b04f610c63d1f1', '67cf0eb174b04f610c63d1f6', '67cf0eb374b04f610c63d20f', '67cf0ee574b04f610c63d3b9', '67cf0f2874b04f610c63d59f', '67cf0f2b74b04f610c63d5b3', '67cf0f3174b04f610c63d5ea', '67cf0fdf74b04f610c63db12', nan, '67cf102574b04f610c63dd44', '67cf105774b04f610c63dedc', '67cf105874b04f610c63dee1', '67cf105874b04f610c63dee6', '67cf108174b04f610c63e03d', '67cf108974b04f610c63e083', '67cf109774b04f610c63e0ed', '67cf109c74b04f610c63e11a', '67cf109d74b04f610c63e124', '67cf10ab74b04f610c63e190', '67cf10ac74b04f610c63e19a', '67cf10ae74b04f610c63e1a4', '67cf10ae74b04f610c63e1a9', '67cf10b174b04f610c63e1c2', '67cf10ff74b04f610c63e444', '67cf110a74b04f610c63e48a', '67cf110e74b04f610c63e4a3', '67cf110f74b04f610c63e4a9', '67cf111374b04f610c63e4bf']"
https://www.conad.it/assets/common/volantini/cno/v2505p/2505P_SUPERSTORE_TOSCANA_PERS.pdf?_u=a927b30a40609c2bb28f0191ba0306a1243b284c,"['67cf0ee874b04f610c63d3cd', '67cf0f2174b04f610c63d568', nan, '67cf109974b04f610c63e0fc', '67cf109b74b04f610c63e115', '67cf110d74b04f610c63e49e']"
https://www.conad.it/assets/common/volantini/cno/v2506a/2506A_SPAZIO_TOSCANA_PISA.pdf?_u=243071aee0d0b5b4039885332667ececce150231,['67cf111274b04f610c63e4ba']
https://www.conad.it/assets/common/volantini/cno/v2506a/2506A_SPAZIO_TOSCANA_PISA_RILANCIO.pdf?_u=53cfaec8d69cb43d9d099ae802bfb9915ee2464a,['67cf111274b04f610c63e4ba']
https://www.conad.it/assets/common/volantini/cno/v2506p/2506P_CITY_TOSCANA_PERS.pdf?_u=bf113a8ac30e0aef710db6539ad299370fa8e907,"['67cf0eb274b04f610c63d200', '67cf0eb274b04f610c63d205', '67cf0eb374b04f610c63d20a', '67cf0ee074b04f610c63d387', '67cf0ee074b04f610c63d38c', '67cf0ee174b04f610c63d391', '67cf0ee174b04f610c63d396', '67cf0ee274b04f610c63d39b', '67cf0ee274b04f610c63d3a0', '67cf0ee374b04f610c63d3a5', '67cf0ee374b04f610c63d3aa', '67cf0ee474b04f610c63d3af', '67cf0ee574b04f610c63d3b4', '67cf0ee674b04f610c63d3be', '67cf0ee774b04f610c63d3c3', '67cf0ee774b04f610c63d3c8', '67cf0f2074b04f610c63d559', '67cf0f2174b04f610c63d563', '67cf0f2274b04f610c63d56d', '67cf0f2274b04f610c63d572', '67cf0f2474b04f610c63d57c', '67cf0f2674b04f610c63d590', '67cf0f2774b04f610c63d595', '67cf0f2774b04f610c63d59a', '67cf0f2974b04f610c63d5a9', '67cf0f2a74b04f610c63d5ae', '67cf0f2c74b04f610c63d5c2', '67cf0fde74b04f610c63db08', '67cf0fdf74b04f610c63db0d', '67cf0fe074b04f610c63db17', '67cf102574b04f610c63dd3f', '67cf103174b04f610c63dd9f', '67cf103274b04f610c63dda4', '67cf103374b04f610c63dda9', '67cf105674b04f610c63decd', '67cf105674b04f610c63ded2', '67cf105774b04f610c63ded7', '67cf108a74b04f610c63e088', '67cf109874b04f610c63e0f7', '67cf109974b04f610c63e101', '67cf109a74b04f610c63e106', '67cf109a74b04f610c63e10b', '67cf109b74b04f610c63e110', '67cf109c74b04f610c63e11f', '67cf109e74b04f610c63e129', '67cf109e74b04f610c63e12e', '67cf109f74b04f610c63e133', '67cf109f74b04f610c63e138', '67cf10ad74b04f610c63e19f', '67cf10af74b04f610c63e1b3', '67cf10b074b04f610c63e1b8', '67cf10b074b04f610c63e1bd', '67cf111174b04f610c63e4b0', '67cf111674b04f610c63e4c4', '67cf112774b04f610c63e528', '67cf112874b04f610c63e52d', '67cf112a74b04f610c63e53c', '67cf114374b04f610c63e5de']"
https://www.conad.it/assets/common/volantini/cno/v2506p/2506P_CONAD_TOSCANA_PERS.pdf?_u=50779c474545c6ff28c14ec4986e1ca0d3d2ca28,"['67cf0eb174b04f610c63d1f1', '67cf0eb174b04f610c63d1f6', '67cf0eb374b04f610c63d20f', '67cf0ee574b04f610c63d3b9', '67cf0f2874b04f610c63d59f', '67cf0f2b74b04f610c63d5b3', '67cf0f3174b04f610c63d5ea', '67cf0fdf74b04f610c63db12', nan, '67cf102574b04f610c63dd44', '67cf105774b04f610c63dedc', '67cf105874b04f610c63dee1', '67cf105874b04f610c63dee6', '67cf108174b04f610c63e03d', '67cf108974b04f610c63e083', '67cf109774b04f610c63e0ed', '67cf109c74b04f610c63e11a', '67cf109d74b04f610c63e124', '67cf10ab74b04f610c63e190', '67cf10ac74b04f610c63e19a', '67cf10ae74b04f610c63e1a4', '67cf10ae74b04f610c63e1a9', '67cf10b174b04f610c63e1c2', '67cf10ff74b04f610c63e444', '67cf110a74b04f610c63e48a', '67cf110e74b04f610c63e4a3', '67cf110f74b04f610c63e4a9', '67cf111374b04f610c63e4bf']"
https://www.conad.it/assets/common/volantini/cno/v2506p/2506P_SUPERSTORE_TOSCANA_PERS.pdf?_u=07aa3b5b989f1784ad96e9ae150868d441cd0198,"['67cf0ee874b04f610c63d3cd', '67cf0f2174b04f610c63d568', nan, '67cf109974b04f610c63e0fc', '67cf109b74b04f610c63e115', '67cf110d74b04f610c63e49e']"
https://www.conad.it/assets/common/volantini/cno/v70x10/70x100_SC_SS_CN_CY_EM_01-03-25_USBEF.pdf?_u=c9e2b94bf49d1a36aa470b376832c178c3c7edde,['67cf0e4074b04f610c63ce3a']
https://www.conad.it/assets/common/volantini/cno/vcat-s/CAT_SC_TOLAEMPILI_07-03-25_GIARDINO.pdf?_u=dddd7cafe06607684a0012c026eb40a74b017f18,['67cf111274b04f610c63e4ba']
https://www.conad.it/assets/common/volantini/cno/vheyco/HeyConad_SpesaOnlineBIO_A4.pdf?_u=f7c0ad3af49a4eb7e6567390e0b0cd8121bf7a62,"['67cf0eb174b04f610c63d1f1', '67cf0eb174b04f610c63d1f6', '67cf0eb274b04f610c63d200', '67cf0eb274b04f610c63d205', '67cf0eb374b04f610c63d20f', '67cf0ee074b04f610c63d387', '67cf0ee074b04f610c63d38c', '67cf0ee174b04f610c63d391', '67cf0ee174b04f610c63d396', '67cf0ee274b04f610c63d3a0', '67cf0ee474b04f610c63d3af', '67cf0ee574b04f610c63d3b9', '67cf0ee774b04f610c63d3c8', '67cf0ee874b04f610c63d3cd', '67cf0f2074b04f610c63d559', '67cf0f2074b04f610c63d55e', '67cf0f2174b04f610c63d563', '67cf0f2174b04f610c63d568', '67cf0f2274b04f610c63d56d', '67cf0f2374b04f610c63d577', '67cf0f2674b04f610c63d590', '67cf0f2874b04f610c63d59f', '67cf0f2974b04f610c63d5a9', '67cf0f2a74b04f610c63d5ae', '67cf0f2b74b04f610c63d5b3', '67cf0f2b74b04f610c63d5b8', '67cf0f2c74b04f610c63d5c2', '67cf0f2d74b04f610c63d5cc', '67cf0f3174b04f610c63d5ea', nan, '67cf0f9a74b04f610c63d911', '67cf0f9b74b04f610c63d91b', '67cf0f9c74b04f610c63d925', '67cf0fde74b04f610c63db08', '67cf0fdf74b04f610c63db12', nan, '67cf101674b04f610c63dcd1', '67cf101774b04f610c63dcd6', '67cf101874b04f610c63dcdb', '67cf102574b04f610c63dd3f', '67cf102574b04f610c63dd44', '67cf103174b04f610c63dd9f', '67cf103274b04f610c63dda4', '67cf103374b04f610c63dda9', '67cf105674b04f610c63ded2', '67cf105774b04f610c63ded7', '67cf105774b04f610c63dedc', '67cf105874b04f610c63dee1', '67cf105874b04f610c63dee6', '67cf108a74b04f610c63e088', '67cf109774b04f610c63e0ed', '67cf109974b04f610c63e0fc', '67cf109b74b04f610c63e110', '67cf109b74b04f610c63e115', '67cf109c74b04f610c63e11a', '67cf109d74b04f610c63e124', '67cf109e74b04f610c63e12e', '67cf10a174b04f610c63e142', '67cf10ab74b04f610c63e190', '67cf10ae74b04f610c63e1a4', '67cf10ae74b04f610c63e1a9', '67cf10af74b04f610c63e1b3', '67cf10b074b04f610c63e1b8', '67cf10b174b04f610c63e1c2', '67cf10f274b04f610c63e3d0', '67cf10f274b04f610c63e3d5', '67cf10ff74b04f610c63e444', '67cf110a74b04f610c63e48a', '67cf110d74b04f610c63e49e', '67cf110e74b04f610c63e4a3', '67cf110f74b04f610c63e4a9', '67cf111274b04f610c63e4ba', '67cf111374b04f610c63e4bf', '67cf111674b04f610c63e4c4', '67cf111e74b04f610c63e4f6', '67cf111f74b04f610c63e4fb', '67cf112074b04f610c63e505', '67cf112374b04f610c63e514', '67cf112574b04f610c63e51e', '67cf112674b04f610c63e523', '67cf112874b04f610c63e52d', '67cf112874b04f610c63e532', '67cf112a74b04f610c63e53c', '67cf114374b04f610c63e5de', '67cf115074b04f610c63e626']"
https://www.conad.it/assets/common/volantini/cno/vloc-s/LOC_SCSSCNCY_EM_13-03-25.pdf?_u=b5267715cfc328c8f7f3b06b8afde495f3ec8b8a,['67cf0e4074b04f610c63ce3a']
https://www.conad.it/assets/common/volantini/cno/vloc-s/LOC_SCSSCNCY_SP_13-03-25.pdf?_u=d723fa8aae58d1aec4b875899300c38d9a28c29f,"['67cf0f2074b04f610c63d55e', '67cf0f2374b04f610c63d577', '67cf0f2474b04f610c63d581', '67cf0f2574b04f610c63d586', '67cf0f2574b04f610c63d58b', '67cf0f2b74b04f610c63d5b8', '67cf0f2d74b04f610c63d5c7', '67cf0f2d74b04f610c63d5cc', '67cf0f9a74b04f610c63d911', '67cf0f9b74b04f610c63d91b', '67cf0f9c74b04f610c63d925', '67cf115074b04f610c63e626']"
https://www.conad.it/assets/common/volantini/cno/vloc-s/LOC_SCSSCNCY_TO_13-03-25.pdf?_u=eb61ac6de769963f59a7da72e92752b617bf0b14,"['67cf0dac74b04f610c63c99d', '67cf0dae74b04f610c63c9b6', '67cf0dcc74b04f610c63caa0', '67cf0eb174b04f610c63d1f1', '67cf0eb174b04f610c63d1f6', '67cf0eb274b04f610c63d200', '67cf0eb274b04f610c63d205', '67cf0eb374b04f610c63d20a', '67cf0eb374b04f610c63d20f', '67cf0ee074b04f610c63d387', '67cf0ee074b04f610c63d38c', '67cf0ee174b04f610c63d391', '67cf0ee174b04f610c63d396', '67cf0ee274b04f610c63d39b', '67cf0ee274b04f610c63d3a0', '67cf0ee374b04f610c63d3a5', '67cf0ee374b04f610c63d3aa', '67cf0ee474b04f610c63d3af', '67cf0ee574b04f610c63d3b4', '67cf0ee574b04f610c63d3b9', '67cf0ee674b04f610c63d3be', '67cf0ee774b04f610c63d3c3', '67cf0ee774b04f610c63d3c8', '67cf0ee874b04f610c63d3cd', '67cf0f2074b04f610c63d559', '67cf0f2174b04f610c63d563', '67cf0f2174b04f610c63d568', '67cf0f2274b04f610c63d56d', '67cf0f2274b04f610c63d572', '67cf0f2474b04f610c63d57c', '67cf0f2674b04f610c63d590', '67cf0f2774b04f610c63d595', '67cf0f2774b04f610c63d59a', '67cf0f2874b04f610c63d59f', '67cf0f2974b04f610c63d5a9', '67cf0f2a74b04f610c63d5ae', '67cf0f2b74b04f610c63d5b3', '67cf0f2c74b04f610c63d5c2', '67cf0f3174b04f610c63d5ea', nan, '67cf0fde74b04f610c63db08', '67cf0fdf74b04f610c63db0d', '67cf0fdf74b04f610c63db12', nan, '67cf0fe074b04f610c63db17', '67cf101674b04f610c63dccc', '67cf101674b04f610c63dcd1', '67cf101774b04f610c63dcd6', '67cf101874b04f610c63dcdb', '67cf102574b04f610c63dd3f', '67cf102574b04f610c63dd44', '67cf103174b04f610c63dd9f', '67cf103274b04f610c63dda4', '67cf103374b04f610c63dda9', '67cf105674b04f610c63decd', '67cf105674b04f610c63ded2', '67cf105774b04f610c63ded7', '67cf105774b04f610c63dedc', '67cf105874b04f610c63dee1', '67cf105874b04f610c63dee6', '67cf108174b04f610c63e03d', '67cf108974b04f610c63e083', '67cf108a74b04f610c63e088', '67cf109774b04f610c63e0ed', '67cf109874b04f610c63e0f7', '67cf109974b04f610c63e0fc', '67cf109974b04f610c63e101', '67cf109a74b04f610c63e106', '67cf109a74b04f610c63e10b', '67cf109b74b04f610c63e110', '67cf109b74b04f610c63e115', '67cf109c74b04f610c63e11a', '67cf109c74b04f610c63e11f', '67cf109d74b04f610c63e124', '67cf109e74b04f610c63e129', '67cf109e74b04f610c63e12e', '67cf109f74b04f610c63e133', '67cf109f74b04f610c63e138', '67cf10a074b04f610c63e13d', '67cf10a174b04f610c63e142', '67cf10a274b04f610c63e147', '67cf10a274b04f610c63e14c', '67cf10ab74b04f610c63e190', '67cf10ac74b04f610c63e19a', '67cf10ad74b04f610c63e19f', '67cf10ae74b04f610c63e1a4', '67cf10ae74b04f610c63e1a9', '67cf10af74b04f610c63e1b3', '67cf10b074b04f610c63e1b8', '67cf10b074b04f610c63e1bd', '67cf10b174b04f610c63e1c2', '67cf10f274b04f610c63e3d0', '67cf10f274b04f610c63e3d5', '67cf10ff74b04f610c63e444', '67cf110a74b04f610c63e48a', '67cf110d74b04f610c63e49e', '67cf110e74b04f610c63e4a3', '67cf110f74b04f610c63e4a9', '67cf111174b04f610c63e4b0', '67cf111274b04f610c63e4ba', '67cf111374b04f610c63e4bf', '67cf111674b04f610c63e4c4', '67cf111b74b04f610c63e4e7', '67cf111c74b04f610c63e4ec', '67cf111e74b04f610c63e4f6', '67cf111f74b04f610c63e4fb', '67cf112074b04f610c63e500', '67cf112074b04f610c63e505', '67cf112174b04f610c63e50a', '67cf112274b04f610c63e50f', '67cf112374b04f610c63e514', '67cf112474b04f610c63e519', '67cf112574b04f610c63e51e', '67cf112674b04f610c63e523', '67cf112774b04f610c63e528', '67cf112874b04f610c63e52d', '67cf112874b04f610c63e532', '67cf112a74b04f610c63e53c', '67cf114374b04f610c63e5de']"
https://www.conad.it/assets/common/volantini/cno/vmi-pr/MI_PREMIO_27-02_CN_TOSCANA.pdf?_u=56a0e6f5edee8e2ee4613b7cdbfd309667e2227a,"['67cf0dcc74b04f610c63caa0', '67cf0eb174b04f610c63d1f1', '67cf0eb174b04f610c63d1f6', '67cf0eb374b04f610c63d20f', '67cf0ee574b04f610c63d3b9', '67cf0f2074b04f610c63d55e', '67cf0f2374b04f610c63d577', '67cf0f2574b04f610c63d586', '67cf0f2874b04f610c63d59f', '67cf0f2b74b04f610c63d5b3', '67cf0f2b74b04f610c63d5b8', '67cf0f2d74b04f610c63d5cc', '67cf0f3174b04f610c63d5ea', '67cf0f9a74b04f610c63d911', '67cf0f9c74b04f610c63d925', '67cf0fdf74b04f610c63db12', nan, '67cf101874b04f610c63dcdb', '67cf102574b04f610c63dd44', '67cf105774b04f610c63dedc', '67cf105874b04f610c63dee1', '67cf105874b04f610c63dee6', '67cf108174b04f610c63e03d', '67cf108974b04f610c63e083', '67cf109774b04f610c63e0ed', '67cf109c74b04f610c63e11a', '67cf109d74b04f610c63e124', '67cf10ab74b04f610c63e190', '67cf10ac74b04f610c63e19a', '67cf10ae74b04f610c63e1a4', '67cf10ae74b04f610c63e1a9', '67cf10b174b04f610c63e1c2', '67cf10f274b04f610c63e3d0', '67cf10f274b04f610c63e3d5', '67cf10ff74b04f610c63e444', '67cf110a74b04f610c63e48a', '67cf110e74b04f610c63e4a3', '67cf110f74b04f610c63e4a9', '67cf111374b04f610c63e4bf', '67cf111e74b04f610c63e4f6', '67cf112374b04f610c63e514', '67cf112674b04f610c63e523', '67cf112874b04f610c63e532', '67cf115074b04f610c63e626']"
https://www.conad.it/assets/common/volantini/cno/vmi-pr/MI_PREMIO_27-02_CY_EMILIA.pdf?_u=111f2c7e8b17fb2a0e7d904ea958ec4b695928a5,['67cf0e4074b04f610c63ce3a']
https://www.conad.it/assets/common/volantini/cno/vmi-pr/MI_PREMIO_27-02_CY_TOSCANA.pdf?_u=572303465965a8f67eb781f06449e1b3d70a0ce1,"['67cf0dac74b04f610c63c99d', '67cf0dad74b04f610c63c9a7', '67cf0dae74b04f610c63c9b6', '67cf0eb274b04f610c63d200', '67cf0eb274b04f610c63d205', '67cf0eb374b04f610c63d20a', '67cf0ee074b04f610c63d387', '67cf0ee074b04f610c63d38c', '67cf0ee174b04f610c63d391', '67cf0ee174b04f610c63d396', '67cf0ee274b04f610c63d39b', '67cf0ee274b04f610c63d3a0', '67cf0ee374b04f610c63d3a5', '67cf0ee374b04f610c63d3aa', '67cf0ee474b04f610c63d3af', '67cf0ee574b04f610c63d3b4', '67cf0ee674b04f610c63d3be', '67cf0ee774b04f610c63d3c3', '67cf0ee774b04f610c63d3c8', '67cf0f2074b04f610c63d559', '67cf0f2174b04f610c63d563', '67cf0f2274b04f610c63d56d', '67cf0f2274b04f610c63d572', '67cf0f2474b04f610c63d57c', '67cf0f2574b04f610c63d58b', '67cf0f2674b04f610c63d590', '67cf0f2774b04f610c63d595', '67cf0f2774b04f610c63d59a', '67cf0f2974b04f610c63d5a9', '67cf0f2a74b04f610c63d5ae', '67cf0f2c74b04f610c63d5c2', '67cf0f2d74b04f610c63d5c7', '67cf0fde74b04f610c63db08', '67cf0fdf74b04f610c63db0d', '67cf0fe074b04f610c63db17', '67cf101674b04f610c63dccc', '67cf101674b04f610c63dcd1', '67cf101774b04f610c63dcd6', '67cf102574b04f610c63dd3f', '67cf103174b04f610c63dd9f', '67cf103274b04f610c63dda4', '67cf103374b04f610c63dda9', '67cf105674b04f610c63decd', '67cf105674b04f610c63ded2', '67cf105774b04f610c63ded7', '67cf108a74b04f610c63e088', '67cf109874b04f610c63e0f7', '67cf109974b04f610c63e101', '67cf109a74b04f610c63e106', '67cf109a74b04f610c63e10b', '67cf109b74b04f610c63e110', '67cf109c74b04f610c63e11f', '67cf109e74b04f610c63e129', '67cf109e74b04f610c63e12e', '67cf109f74b04f610c63e133', '67cf109f74b04f610c63e138', '67cf10a074b04f610c63e13d', '67cf10a174b04f610c63e142', '67cf10a274b04f610c63e147', '67cf10a274b04f610c63e14c', '67cf10ad74b04f610c63e19f', '67cf10af74b04f610c63e1b3', '67cf10b074b04f610c63e1b8', '67cf10b074b04f610c63e1bd', '67cf111174b04f610c63e4b0', '67cf111674b04f610c63e4c4', '67cf111b74b04f610c63e4e7', '67cf111c74b04f610c63e4ec', '67cf111f74b04f610c63e4fb', '67cf112074b04f610c63e500', '67cf112074b04f610c63e505', '67cf112174b04f610c63e50a', '67cf112274b04f610c63e50f', '67cf112474b04f610c63e519', '67cf112574b04f610c63e51e', '67cf112774b04f610c63e528', '67cf112874b04f610c63e52d', '67cf112a74b04f610c63e53c', '67cf114374b04f610c63e5de']"
https://www.conad.it/assets/common/volantini/cno/vmi-pr/MI_PREMIO_27-02_SC-SS_TOSCANA.pdf?_u=82174e59d68eb5115f33f782e91a2293c96b0f95,"['67cf0ee874b04f610c63d3cd', '67cf0f2174b04f610c63d568', nan, '67cf0f9b74b04f610c63d91b', '67cf109974b04f610c63e0fc', '67cf109b74b04f610c63e115', '67cf110d74b04f610c63e49e', '67cf111274b04f610c63e4ba']"
https://www.conad.it/assets/common/volantini/cno/vvolan/Volantino-Conad-Superstore-Ovest-Tirreno-Petstore-27-Febbraio-26-Marzo-2025.pdf?_u=5626d0c695fb169b4cdff985a97402b7dc2bad54,"['67cf0dad74b04f610c63c9ac', '67cf0eb274b04f610c63d1fb', '67cf0f2974b04f610c63d5a4', '67cf0f2b74b04f610c63d5bd', '67cf0f3274b04f610c63d5f4', '67cf0f3374b04f610c63d5fa', '67cf0f9c74b04f610c63d920', '67cf108a74b04f610c63e08d', '67cf10ac74b04f610c63e195', '67cf10af74b04f610c63e1ae', '67cf10f374b04f610c63e3da', '67cf110b74b04f610c63e494', '67cf110c74b04f610c63e499', '67cf111274b04f610c63e4b5', '67cf111d74b04f610c63e4f1', '67cf112974b04f610c63e537']"
